Accident_Index,year,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Carriageway_Hazards,Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type,Cities
BS0012201,2024,Give way or uncontrolled,T or staggered junction,Slight,51.575448,Darkness - lights lit,Any animal in carriageway (except ridden horse),-0.357894,1,2,Metropolitan Police,Dry,Single carriageway,30,0.028472222,Urban,Fine no high winds,Car,Cartwright
BS0012202,2024,Auto traffic signal,T or staggered junction,Slight,51.583717,Daylight,None,-0.332047,1,1,Metropolitan Police,Dry,Dual carriageway,30,0.635416667,Urban,Fine no high winds,Car,Butterfield Park
BS0012203,2024,Give way or uncontrolled,T or staggered junction,Slight,51.604131,Daylight,None,-0.344873,1,1,Metropolitan Police,Dry,Single carriageway,30,0.665277778,Urban,Fine no high winds,Car,Allenspark
BS0012204,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.60929,Daylight,None,-0.399133,1,2,Metropolitan Police,Dry,Single carriageway,30,0.371527778,Urban,Fine no high winds,Van - Goods 3.5 tonnes mgw or under,Hedrick
BS0012205,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.596568,Darkness - lights lit,None,-0.356988,1,2,Metropolitan Police,Dry,Single carriageway,30,0.173611111,Urban,Fine no high winds,Car,Riley
BS0012206,2024,Give way or uncontrolled,T or staggered junction,Slight,51.562559,Daylight,None,-0.355761,1,2,Metropolitan Police,Dry,Dual carriageway,30,0.522222222,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over,Reeseville
BS0012207,2024,Auto traffic signal,Crossroads,Slight,51.620736,Darkness - lights lit,None,-0.34268,4,2,Metropolitan Police,Dry,Single carriageway,30,0.864583333,Rural,Fine no high winds,Bus or coach (17 or more pass seats),Ventura
BS0012208,2024,Give way or uncontrolled,T or staggered junction,Slight,51.604327,Darkness - lights lit,None,-0.397864,1,1,Metropolitan Police,Dry,Single carriageway,30,0.888888889,Urban,Fine no high winds,Car,Elmore City
BS0012209,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.602666,Daylight,None,-0.34305,1,1,Metropolitan Police,Dry,Single carriageway,30,0.722222222,Urban,Fine no high winds,Car,Clarktown
BS0012210,2024,Auto traffic signal,Roundabout,Slight,51.578248,Daylight,None,-0.326907,1,2,Metropolitan Police,Wet or damp,Roundabout,30,0.75,Urban,Raining no high winds,Car,Ector
BS0012211,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.600787,Daylight,None,-0.350049,1,2,Metropolitan Police,Dry,Single carriageway,30,0.638888889,Urban,Fine no high winds,Car,Faison
BS0012212,2024,Give way or uncontrolled,T or staggered junction,Slight,51.614552,Daylight,None,-0.306362,1,1,Metropolitan Police,Dry,Single carriageway,30,0.465277778,Urban,Fine no high winds,Car,Kerkhoven
BS0012213,2024,Data missing or out of range,Not at junction or within 20 metres,Serious,51.570703,Daylight,None,-0.359364,1,1,Metropolitan Police,Dry,Single carriageway,30,0.361111111,Urban,Fine no high winds,Car,Funkstown
BS0012214,2024,Give way or uncontrolled,T or staggered junction,Slight,51.618757,Daylight,None,-0.292482,2,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.373611111,Urban,Raining no high winds,Van - Goods 3.5 tonnes mgw or under,Valley Head
BS0012215,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.608256,Daylight,None,-0.287677,1,1,Metropolitan Police,Dry,Single carriageway,30,0.75,Urban,Fine no high winds,Van - Goods 3.5 tonnes mgw or under,Funston
BS0012216,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.599499,Daylight,None,-0.291472,1,1,Metropolitan Police,Dry,Single carriageway,30,0.54375,Urban,Fine no high winds,Car,McBain
BS0012217,2024,Give way or uncontrolled,Roundabout,Slight,51.578693,Daylight,None,-0.326602,1,2,Metropolitan Police,Dry,Roundabout,30,0.729166667,Urban,Fine no high winds,Car,Meigs
BS0012218,2024,Auto traffic signal,Crossroads,Slight,51.585835,Daylight,None,-0.361128,1,2,Metropolitan Police,Dry,Single carriageway,30,0.694444444,Urban,Fine no high winds,Car,Cashiers
BS0012219,2024,Give way or uncontrolled,Roundabout,Slight,51.604331,Daylight,None,-0.339956,1,2,Metropolitan Police,Dry,Roundabout,30,0.756944444,Urban,Fine no high winds,Car,Heath Springs
BS0012220,2024,Auto traffic signal,Crossroads,Slight,51.590459,Daylight,None,-0.363849,2,2,Metropolitan Police,Dry,Single carriageway,30,0.739583333,Urban,Fine no high winds,Car,Council
BS0012221,2024,Give way or uncontrolled,Crossroads,Slight,51.588921,Daylight,None,-0.343983,2,2,Metropolitan Police,Dry,Single carriageway,30,0.333333333,Urban,Fog or mist,Car,Mucarabones
BS0012222,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.616901,Daylight,None,-0.313353,1,2,Metropolitan Police,Dry,Single carriageway,30,0.534722222,Urban,Fine no high winds,Car,Chadwicks
BS0012223,2024,Give way or uncontrolled,T or staggered junction,Serious,51.59921,Daylight,None,-0.333934,1,1,Metropolitan Police,Dry,Single carriageway,30,0.732638889,Urban,Fine no high winds,Car,Bremond
BS0012224,2024,Auto traffic signal,T or staggered junction,Slight,51.561584,Daylight,None,-0.33127,1,2,Metropolitan Police,Dry,Single carriageway,30,0.729166667,Urban,Fine no high winds,Car,Grawn
BS0012225,2024,Auto traffic signal,T or staggered junction,Serious,51.596536,Darkness - lights lit,None,-0.33562,1,1,Metropolitan Police,Dry,Single carriageway,30,0.863888889,Urban,Fine no high winds,Car,Komatke
BS0012226,2024,Give way or uncontrolled,T or staggered junction,Slight,51.579145,Daylight,None,-0.339431,1,2,Metropolitan Police,Dry,Single carriageway,30,0.298611111,Urban,Fine no high winds,Car,Scobey
BS0012227,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.592334,Daylight,None,-0.299681,1,2,Metropolitan Police,Dry,Single carriageway,30,0.618055556,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over,New Seabury
BS0012228,2024,Auto traffic signal,T or staggered junction,Slight,51.606992,Daylight,None,-0.275016,1,2,Metropolitan Police,Dry,Single carriageway,30,0.688888889,Urban,Fine no high winds,Car,Saylorsburg
BS0012229,2024,Give way or uncontrolled,T or staggered junction,Slight,51.590543,Daylight,None,-0.369909,1,2,Metropolitan Police,Dry,Single carriageway,30,0.75,Urban,Fine no high winds,Car,Riegelsville
BS0012230,2024,Give way or uncontrolled,T or staggered junction,Slight,51.593863,Daylight,None,-0.382351,1,1,Metropolitan Police,Dry,Single carriageway,30,0.548611111,Urban,Other,Car,South Fork
BS0012231,2024,Give way or uncontrolled,Slip road,Serious,51.584909,Daylight,None,-0.378627,2,2,Metropolitan Police,Dry,Dual carriageway,40,0.704166667,Urban,Fine no high winds,Car,Mesita
BS0012232,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.600021,Daylight,None,-0.334049,2,3,Metropolitan Police,Dry,Single carriageway,30,0.775694444,Urban,Fine no high winds,Car,Montandon
BS0012233,2024,Give way or uncontrolled,T or staggered junction,Slight,51.609336,Daylight,None,-0.281571,1,2,Metropolitan Police,Dry,Single carriageway,30,0.319444444,Urban,Fine no high winds,Car,Knox City
BS0012234,2024,Give way or uncontrolled,T or staggered junction,Slight,51.560685,Daylight,None,-0.376171,2,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.317361111,Urban,Raining no high winds,Car,Stacey Street
BS0012235,2024,Give way or uncontrolled,Private drive or entrance,Slight,51.632063,Daylight,None,-0.304698,1,2,Metropolitan Police,Dry,Single carriageway,30,0.388888889,Rural,Fine no high winds,Car,Cripple Creek
BS0012236,2024,Data missing or out of range,Not at junction or within 20 metres,Serious,51.620882,Daylight,None,-0.353076,2,2,Metropolitan Police,Wet or damp,Single carriageway,60,0.579861111,Rural,Raining no high winds,Car,Springport
BS0012237,2024,Give way or uncontrolled,Private drive or entrance,Slight,51.600201,Daylight,None,-0.334042,1,2,Metropolitan Police,Dry,Single carriageway,30,0.638888889,Urban,Fine no high winds,Motorcycle over 500cc,Galeton
BS0012238,2024,Give way or uncontrolled,Private drive or entrance,Slight,51.584984,Daylight,None,-0.282778,1,2,Metropolitan Police,Dry,Single carriageway,30,0.690972222,Urban,Fine no high winds,Car,Downsville
BS0012239,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.591487,Daylight,None,-0.360203,1,2,Metropolitan Police,Dry,Single carriageway,30,0.708333333,Urban,Fog or mist,Car,Chauncey
BS0012240,2024,Give way or uncontrolled,T or staggered junction,Slight,51.586687,Daylight,None,-0.332227,1,1,Metropolitan Police,Dry,Single carriageway,30,0.706944444,Urban,Fine no high winds,Car,Olcott
BS0012241,2024,Give way or uncontrolled,T or staggered junction,Slight,51.590511,Daylight,None,-0.367601,1,2,Metropolitan Police,Dry,Single carriageway,30,0.5,Urban,Fine no high winds,Car,Tahoe Vista
BS0012242,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.601136,Daylight,None,-0.268162,1,1,Metropolitan Police,Dry,Single carriageway,30,0.597222222,Urban,Fine no high winds,Car,Lone Rock
BS0012243,2024,Auto traffic signal,Crossroads,Slight,51.590371,Daylight,None,-0.363997,1,2,Metropolitan Police,Dry,Single carriageway,30,0.645833333,Urban,Fine no high winds,Car,Ohio City
BS0012244,2024,Give way or uncontrolled,Private drive or entrance,Slight,51.603087,Daylight,None,-0.334659,3,2,Metropolitan Police,Dry,Single carriageway,30,0.661805556,Urban,Fine no high winds,Car,Fawn Lake Forest
BS0012245,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.580857,Daylight,None,-0.339657,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.743055556,Urban,Raining no high winds,Car,Mignon
BS0012246,2024,Give way or uncontrolled,Private drive or entrance,Slight,51.585036,Daylight,None,-0.361879,1,3,Metropolitan Police,Dry,Single carriageway,30,0.631944444,Urban,Fine no high winds,Car,Thunderbird Bay
BS0012247,2024,Give way or uncontrolled,T or staggered junction,Slight,51.596957,Daylight,None,-0.333584,1,2,Metropolitan Police,Dry,Single carriageway,30,0.388888889,Urban,Fine no high winds,Car,Mertzon
BS0012248,2024,Give way or uncontrolled,Roundabout,Slight,51.605417,Daylight,None,-0.379052,1,2,Metropolitan Police,Dry,Single carriageway,30,0.572916667,Urban,Fine no high winds,Van - Goods 3.5 tonnes mgw or under,Burnside
BS0012249,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.591198,Daylight,None,-0.320657,1,2,Metropolitan Police,Dry,Single carriageway,30,0.296527778,Urban,Fine no high winds,Car,Balsam Lake
BS0012250,2024,Give way or uncontrolled,Private drive or entrance,Slight,51.589616,Daylight,None,-0.335873,1,1,Metropolitan Police,Dry,Single carriageway,30,0.673611111,Urban,Fine no high winds,Van - Goods 3.5 tonnes mgw or under,Keota
BS0012251,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.562179,Daylight,None,-0.367173,1,1,Metropolitan Police,Dry,Single carriageway,30,0.794444444,Urban,Fine no high winds,Other vehicle,St. Lucie Village
BS0012252,2024,Give way or uncontrolled,T or staggered junction,Slight,51.560003,Darkness - lights lit,None,-0.333925,2,1,Metropolitan Police,Dry,Single carriageway,30,0.00625,Urban,Fine no high winds,Car,Powder Horn
BS0012253,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.580007,Daylight,None,-0.336802,1,1,Metropolitan Police,Dry,Single carriageway,30,0.625,Urban,Fine no high winds,Car,Magnet Cove
BS0012254,2024,Give way or uncontrolled,T or staggered junction,Slight,51.564875,Daylight,None,-0.360584,3,3,Metropolitan Police,Dry,Single carriageway,30,0.761111111,Urban,Fine no high winds,Car,Dorchester
BS0012255,2024,Give way or uncontrolled,T or staggered junction,Slight,51.559904,Daylight,None,-0.365235,1,2,Metropolitan Police,Dry,Single carriageway,30,0.640277778,Urban,Fine no high winds,Car,Chenequa
BS0012256,2024,Give way or uncontrolled,T or staggered junction,Slight,51.60392,Daylight,None,-0.298671,1,4,Metropolitan Police,Dry,Dual carriageway,40,0.517361111,Urban,Fog or mist,Car,Schaller
BS0012257,2024,Give way or uncontrolled,Private drive or entrance,Serious,51.59662,Daylight,None,-0.335184,1,2,Metropolitan Police,Dry,Single carriageway,30,0.75,Urban,Fine no high winds,Car,Bernville
BS0012258,2024,Give way or uncontrolled,Private drive or entrance,Slight,51.604962,Darkness - lights lit,None,-0.340078,3,2,Metropolitan Police,Dry,Single carriageway,30,0.885416667,Urban,Fine no high winds,Bus or coach (17 or more pass seats),Willow Valley
BS0012259,2024,Give way or uncontrolled,T or staggered junction,Slight,51.587833,Daylight,None,-0.343301,2,2,Metropolitan Police,Dry,Single carriageway,30,0.783333333,Urban,Fine no high winds,Car,Klamath
BS0012260,2024,Give way or uncontrolled,T or staggered junction,Slight,51.601109,Daylight,None,-0.322024,1,3,Metropolitan Police,Dry,Single carriageway,30,0.520833333,Urban,Fine no high winds,Car,Holly Pond
BS0012261,2024,Auto traffic signal,Crossroads,Slight,51.617909,Daylight,None,-0.308404,1,1,Metropolitan Police,Dry,Dual carriageway,30,0.556944444,Urban,Fine no high winds,Car,Lacomb
BS0012262,2024,Auto traffic signal,Crossroads,Slight,51.607197,Daylight,None,-0.301437,2,3,Metropolitan Police,Dry,Single carriageway,30,0.345138889,Urban,Fine no high winds,Car,Alburnett
BS0012263,2024,Give way or uncontrolled,T or staggered junction,Slight,51.584209,Darkness - lights lit,None,-0.328709,1,1,Metropolitan Police,Dry,Single carriageway,30,0.895833333,Urban,Fine no high winds,Car,Loch Lloyd
BS0012264,2024,Give way or uncontrolled,Roundabout,Slight,51.60839,Daylight,None,-0.360027,1,2,Metropolitan Police,Dry,Roundabout,30,0.711805556,Rural,Fine no high winds,Goods 7.5 tonnes mgw and over,Lumpkin
BS0012265,2024,Give way or uncontrolled,Private drive or entrance,Slight,51.581094,Daylight,None,-0.34369,1,1,Metropolitan Police,Dry,Single carriageway,30,0.789583333,Urban,Fine no high winds,Car,Garnavillo
BS0012266,2024,Give way or uncontrolled,Crossroads,Slight,51.619734,Daylight,None,-0.304002,4,3,Metropolitan Police,Dry,Single carriageway,30,0.534722222,Urban,Fine no high winds,Car,Guernsey
BS0012267,2024,Give way or uncontrolled,T or staggered junction,Serious,51.597195,Daylight,None,-0.356821,2,2,Metropolitan Police,Dry,Single carriageway,30,0.757638889,Urban,Fine no high winds,Car,Sand Rock
BS0012268,2024,Give way or uncontrolled,T or staggered junction,Slight,51.602513,Daylight,None,-0.325871,1,2,Metropolitan Police,Dry,Single carriageway,30,0.375,Urban,Fine no high winds,Motorcycle over 500cc,Newland
BS0012269,2024,Data missing or out of range,Not at junction or within 20 metres,Serious,51.602525,Darkness - lights lit,None,-0.314174,1,1,Metropolitan Police,Dry,Single carriageway,30,0.911111111,Urban,Fine no high winds,Car,Petaluma Center
BS0012270,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.557566,Daylight,None,-0.378158,1,1,Metropolitan Police,Dry,Single carriageway,30,0.715277778,Urban,Fine no high winds,Car,Rocky Hill
BS0012271,2024,Give way or uncontrolled,T or staggered junction,Slight,51.589811,Daylight,None,-0.356077,2,2,Metropolitan Police,Dry,Single carriageway,30,0.24375,Urban,Fine no high winds,Car,Mescalero
BS0012272,2024,Give way or uncontrolled,Slip road,Slight,51.593948,Daylight,None,-0.337014,1,1,Metropolitan Police,Dry,Single carriageway,30,0.830555556,Urban,Fine no high winds,Car,Keefton
BS0012273,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.596374,Daylight,None,-0.311659,1,1,Metropolitan Police,Dry,Single carriageway,30,0.729166667,Urban,Fine no high winds,Car,Maplesville
BS0012274,2024,Give way or uncontrolled,T or staggered junction,Slight,51.594459,Daylight,None,-0.34768,1,2,Metropolitan Police,Dry,Single carriageway,30,0.65625,Urban,Fine no high winds,Car,Donnellson
BS0012275,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.593998,Daylight,None,-0.290379,1,1,Metropolitan Police,Dry,Single carriageway,30,0.856944444,Urban,Fine no high winds,Car,Point Blank
BS0012276,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.591624,Daylight,None,-0.306493,1,1,Metropolitan Police,Dry,Single carriageway,30,0.694444444,Urban,Fine no high winds,Car,Vader
BS0012277,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.576083,Daylight,None,-0.371148,1,1,Metropolitan Police,Dry,Single carriageway,30,0.520833333,Urban,Fine no high winds,Motorcycle over 500cc,Morrisdale
BS0012278,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.581946,Daylight,None,-0.333988,2,4,Metropolitan Police,Dry,Single carriageway,30,0.875,Urban,Fine no high winds,Car,The Cliffs Valley
BS0012279,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.624004,Daylight,None,-0.31959,1,3,Metropolitan Police,Dry,Single carriageway,30,0.351388889,Urban,Fine no high winds,Car,Saucier
BS0012280,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.613472,Darkness - lights lit,None,-0.33139,1,2,Metropolitan Police,Dry,Single carriageway,30,0.708333333,Urban,Fine no high winds,Motorcycle over 500cc,Kivalina
